"Date","Rev"
"June 18, 2017","Use it all the time. Don't need radio."
"March 6, 2016","I am able to listen to my favorite artists and songs for hours. A simple thumbs up or down button expanded my listening pleasure by Introducing similar types of songs and artists."
"March 6, 2016","DL this about 4 times and it still won't play"
"May 15, 2015","Love the music and I don't mind listening to the short commercials."
"August 31, 2017","wish I could choose my songs, specifically"
"January 16, 2013","Pandora is great for music on the go I list to music all the time so as a music lover this is awesome"
"October 4, 2017","a-unite-that-lets-you-you-open-to-music"
"March 19, 2016","Pandora is a wonderful music app! Even though I hate the commercials it is a small price to pay for a free service. I will enjoy Pandora for a long time to come."
"January 10, 2014","The world sure has changed. I wish this stuff had been around when was a kid. Remember all those dang cassette tapes and later CDs we lugged around? This app is a a straight up free juke box."
"February 5, 2016","Just get Spotify..."
"August 31, 2017","Needs more skips and more variety"
"September 25, 2015","I've been a fan (and user) of Pandora for years. So far, I've created about 20 stations, based on genre or artists. I play Pandora on my phone when working out, in the car when traveling, or on laptop when I'm just sitting around the house."
"November 8, 2015","Love it. Much better than iheart radio"
"October 3, 2017","Damn good music, you can pick and choose. Love it"
"January 11, 2017","Pandora gets me through my work day. I love the variety of music. Christian rock is my favorite I like the fact that its free."
"October 17, 2017","I get all my music varieties without any hassle. Listened to songs I have not heard in years."
"September 26, 2015","I like this app, especially the ""thumbs up"" and ""thumbs down"" rating scale. What I would LOVE to have as an option on this app is to stream the radio versions vs. the explicit versions of the songs. Overall, I'm very pleased with the app."
"February 17, 2016","LOVE IT! It really assists me in finding other artists that are in the same genres that I like listening to. However, when I just want to listen to that ONE artist - I can not.  It is awesome 99% of the time. xoxo"
"October 3, 2017","Easy to use"
"September 12, 2016","Love the music. I need not say more."
"March 29, 2014","Easy access to music I enjoy no matter where I am. Sometimes car radio reception isn't too good in our area, but I can get good reception on iPad and kindle fire driving on bumpy roads and in poor reception areas . Also easy to carry around the house or while outside. Makes listening to music you enjoy so easy."
"July 27, 2017","I love Pandora. I've had it for ages, it's literally the best internet radio station!"
"January 31, 2017","Have"
"October 16, 2017","Working on acquainting myself with it."
"July 18, 2017","Nice mix of tunes. Easy to use."
"July 18, 2017","It does not work we have Pandora on another device which is great but on the fire it does not work"
"June 18, 2015","What did we do before Pandora?! I can choose a music genre a listen to ad free music. I often find music that I had not heard before that quickly become one of my favorites. And I can listen to this great music while working on my laptop, tablet or stream it through our TV. What's not to like?! Thank you, Pandora!"
"January 18, 2014","I chose 5 stars because Pandora provides free music. They have any artists you'd like to listen to and when you create a station you're able to add another artist to play on that same station. You can also like or dislike any song which helps Pandora know what you like. However, if you don't like commercials, then you need to purchase Pandora which I believe is very cheap. I would recommend this to anyone who likes music."
"November 5, 2015","My only problem is the lack of a timer. I would like to set it to fun for, say. 1/2 hour and then turn off. Then I could go to sleep to music. I really like the huge selection of artists I can hear. I also like hearing it on my blackberry while moving around."
"March 23, 2016","I have a blackberry classic and when I got this it took forever to install and then when I tried to sign up the top bar covered the username blank space. Please fix this, I love Pandora."
"June 29, 2017","I hare that it is not working for me but it really is a good app that you guys made it has some really good music"
"November 15, 2016","It works great on my kindle."
"November 7, 2017","Love it!"
"October 23, 2011","I have been a Pandora fan since its very beginning, and had it on each of my BlackBerrys before switching to Android and the Droid Charge. It almost always picks mosaic I love from my seed songs and artists and I can't begin to tally the number of artists I discovered on Pandora.I've tried the copycat services, but they don't even begin to compare to Pandora. I believe the difference is that Pandora has humans do the categorizing rather than a computer. If you are serious about music --- it is the center of my life --- you must get Pandora AND sign up for the paid Pandora One subscription. Out is definitely worth the $35 of you listen even a fraction as much as ii do.Out is the only service I pay for other than Sirius, but that isn't really about tykes music."
"September 21, 2014","I listen to music based on my mood. I love the flexibility of how Pandora chooses my music. They play songs that I have long forgot about. I love the troops down memory lane. Thanks!"
"October 30, 2015","I would give it 5 stars but I dont like that you can only skip so many songs per channel and I thought that when you bookmark a song it goes to a folder that you can play at any time. It doesnt though. Other than that, I like it so far. I have only had it for a week."
"October 7, 2013","All I get is a blue screen that says Pandora. That's it. So I'll be going on over to TuneIn Radio. Get it together Pandora -_- ..... Get it together."
"September 1, 2017","You can pick any type of music or artist anytime for free!"
"December 1, 2016","I personally love pandora, the interface is really user-friendly and they offer a huge variety of music genres I really would like to add the mood option that other music services offer like google music but besides that im really happy with Pandora"
"November 13, 2015","I love how you can make your own 'stations"".A large selection from; New age to comedy to rock to rebel country!"
"June 15, 2012","come on people! stop being so friken stupid! Did you know that paitents is a virtue? Did you also know that if the people that believed the stupid retarted impatient people who rated this app badly because of the adds d not possess this virtue? well its true. the adds are not that long, you can listen to your favorite music and discover different music, and guess what... its all free! the adds are fine they are not that horrible they last like 1 minute to at least 20 seconds. and if you run out of skips just make a new channel that is basically the station you ran out of skips for. please listen to me and use your common sense. This is why I rated Pandora five stars. Sorry for the long post."
"October 27, 2013","I give three stars because I have kindle (regular)and when I go on trips I never get to here music so then I will tell give 5stars if u have cellphone   Ok so u want Pandora it's free free music!!!!! Get out of here that is awesome how u get free music and pulse I have my kindle for almost a year restarted 3 times and still saves my account only if u sigh on the same account"
"February 23, 2014","Haven't been using for too long (maybe a 1.5 months), but already love it. The smart radio station feature is quite good. It gets better the more you use it."
"April 20, 2017","Too many ads or it would get a higher rating."
"June 10, 2016","Love it! Love the suggested music, wonderful muic!"
"October 21, 2016","I love the music and if u get the app u get free Amazon coins and you get free 50 dollars to spend on your Amazon apps"
"May 3, 2017","Love Pandora have a station for every mood"
"July 20, 2016","The app constantly tells me everytime I sign in that they are experiencing technical difficulties. I wanted iheartradio however amozon does not have it. I settled for Pandora and at first I loved it now however not so much. I have a kindle fire and it just never wants to work on it."
"November 8, 2016","Pandora is so easy to use. I love that."
"January 8, 2015","Words cannot describe my joy with Pandora. I am constantly learning about new music I would never hear about otherwise. The paid version is well worth the price. By indicating what you like and do not like you channels will get more and more tuned to your taste."
"November 16, 2016","It's okay"
"June 13, 2017","I love Pandora...I have lots of stations for every mood and occasion!"
"June 7, 2016","Its Pandora and works great on a kindle and fire tv"
"October 5, 2017","I have only have had it my kindle for 1 day, but so far I am impressed!"
"August 26, 2017","One of the best song apps"
"July 20, 2017","As a music lover,I listened to Pandora every where I go,Pandora you get my vote of 5 stars 😊"
"November 30, 2012","This review is not about the quality of the music or the ads. i spend long hours on the computer and i like to have some nice background music. My dogs like having it as well.  I connect it to my stereo for a quick streaming experience. I used to play it on my iPhone, but then used my fire so i won't need to disconnect every time i got a phone call.  The main problem is that the app will stop playing when there is a Ad. This happens less frwequently with PandoraOne, but still happens each 30 - 40 minutes. A hassle since i need to turn off the app and then re-launch it.  Not sure why this still not fixed."
"August 21, 2017","I love Pandora I will don't like the commercials how much would it cost to have Pandora a month"
"January 14, 2017","I was a real novice & found this to be quite easy. I can now take my favorite music with me wherever I go. Thank you, Pandora."
"September 16, 2017","Enjoyed"
"July 22, 2017","C'mon its Pandora what else needs to be said?!?!?!?"
"January 30, 2017","I listen all the time..They play a great variety of music that I enjoy. .With very little commercial interpretations..."
"July 9, 2015","Its perfect, you cant go wrong with a radio app that is so easy to use and you get to pick your genre. I have found many other genres of music that I like through Pandora. It has helped me expand my musical pallet. I have tried other radio apps but I just use Pandora now. No need to fix it, if it aint broke:) JUST DO IT!(R)"
"August 23, 2017","ive had pandora longer than amozon and its allways been great"
"July 22, 2017","So when I downloaded this app, I found that it's conveniently possible to have it play in the background, on your phone. I didn't mind the idea of watching ads, because it's a free app and I know they have to stay afloat somehow. But if you ask for music from a certain band, it will give you a 1/6 chance of hearing that band, a 2/6 chance of hearing a similar band, and a 1/2 chance of hearing a band that is nothing like what you asked for. But that's not all; the graphic ads pop up randomly, overtop 3/4 of your playlist navigation, which often causes any attempt to navigate away from unwanted music, to send you to another ad. I wish the annoyance ended there, but for every minute of music you're given, willingly or not, it gives you a minute and a half of pop-up video ads as well. Trying to flip to another song only results in it informing you that you're not allowed to skip songs, if you try more than 3 times an hour, and forget useful buttons like ""rewind""; if you try to tap the track to hear something again, it only puts a "" like/dislike"" on the track. I was unlucky enough that my attempt to hear ten seconds over again, MARKED THE TRACK TO NEVER PLAY AGAIN, and my attempt to change the thumbs down mark to a thumbs up, when clicking the previously listed song, put a like on its album, didn't take the dislike off the song, and also glitched to put a like on the current song that I didn't want to be hearing. In essence, I wasted twice as much time listening to ads and songs I didn't want to hear, than hearing music I actually wanted, AND I gave these twits my e-mail for that lovely opportunity."
"November 22, 2014","What can I say? Great app!"
"July 22, 2017","Its okay. Used to pay for it. Finally stopped paying for it. Supposedly they offer unlimited skips. Which they said they had before. They still probably don't. Thwy let you skip 5 songs and say sorry we know you're sucker and paid  for this but we aren't lerting you hear just what you want. Here are a few songs that are free that suck listen to them. Oh you made a Dave Matthews band station? Sorry you'll hear 3 then have to change it hahahahahhahaha."
"April 3, 2015","Listen to any type of music. Should have this installed in cars"
"November 17, 2015","nice"
"December 3, 2015","I use Pandora a lot at work. I can skip forward to a new song. It would be nice to skip back. I find it a bit clunky and hard to figure out how to maneuver. Also hard to figure out how to close the program."
"August 17, 2017","Excellent, no commercials, no disc jokeys, no depressing new...just the music I enjoy."
"November 16, 2016","Many música to listen love it."
"July 24, 2014","Easy to work with and the variety of music is great. I join the subscription for no interruption or ads so it is great."
"March 5, 2014","I love this app it plays a great mix of music and has way fewer commercials than the radio and I wouldn't be able to make my commute without this app"
"January 14, 2014","I like the variety of music Pandora has to offer, but do not like the fact you're limited to how many times you can zip through songs within a specified amount of time. I also find, at times, it takes several minutes to log on to Pandora. When I want to listen to my music, I want it to be NOW, not later. Thus the reason for my two star rating."
"July 22, 2012","Do you hear commercials when listening to free local radio? Of course, so why all the complaining? There are a few more commercials than before, but not that many and far less than local radio, and you can pay to have none at all. You can get a great varity by entering you favorite artist, then choose some preset stations and choose shuffle all stations. And the best thing is my car stereo has bluetooth and I listen to pandora with my phone and it plays through the stereo, I've had very few lost connections with 3G and rarely have songs cut off like others have said, but it does happen on occasion. I also play it on my home computer. Its free and I love it."
"April 7, 2015","This is my favorite music app. It works on all of my phones, tablets, tvs & computers. The kids have their playlists and I have mine."
"October 22, 2016","Love it"
"October 8, 2017","Just great, LOVE it!!!"
"September 5, 2017","Love love love pandora"
"October 30, 2017","As expected"
"May 11, 2017","Turn on as soon as I wake up in morning"
"August 27, 2017","One of the best stations to listen to."
"August 28, 2017","It's ok but they seem to play some songs over and over and over until I am sick of songs that I once loved. Other songs that I have liked rarely get played."
"March 26, 2014","I like being able to pick my own music and listen to the artists I grew up with. It is great being able to play just the kind of music I like and the commercials are very few. The app also plays longer than the Pandora does on my computer. There I have to keep going and indicate I am still listening. I like that I don't have to rush over and hit the Yes, I am still listening."
"October 26, 2013","We love Pandora. We create our own channel by giving song a thumbs up or down. They program ""learns"" what you like and will start to play the songs and artists you like. You can make multiple channels so you can switch between genre whenever you like. The kids even have a kid friendly channel. We did go commercial free on ours. Just personal choice there."
"December 31, 2012","I use pandora ALL THE TIME. great music, lots of variety. seems like your channels get more crazy the more channels you have. for example, christian rock started showing up on my coheed and cambria station after i added a b. reith channel. its kind of neat, but sometimes a bummer because channels can start to sound the same after a while. you do have an ad's free option if you purchase a yearly subscription with pandora."
"January 20, 2017","I give Pandora a 5 because it's so easy and to me the best music of all time all categories. Thank you Pandora."
"October 30, 2015","We enjoy listening to Pandora ,especially Amici Forever. We bring either an iPhone or iPad out in the back yard in the afternoons and relax with Pandora. It's also enjoyable while driving. The music choices are many."
"March 14, 2017","Love how u add other artists to my station"
"September 26, 2016","This is great for listening to your playlists at the gym. I usually switch back and forth between reading and listening to music when I'm on the treadmill at the gym. With Pandora, I can do both with just my Fire tablet. All your Android devices can have the same Pandora settings, or you can create a different account for your Fire and have a different music mix."
"October 21, 2016","I love this. Almost as good as Sirius XM. And no charge!"
"June 8, 2017","I love Pandora I love listening to music😉."
"August 12, 2013","I absolutely love this radio. It plays tons of similar tracks that are exactly what i want to listen to. I would recommend it for some one who is more open minded about music, not as specific because it doesnt always play the song that you are wanting to hear, however it might play a song that you dont know that could be better. Its great for some one who is wanting to widen their musical horizons."
"July 26, 2017","Great variety of music love pandora!!!!"
"January 3, 2017","Great, can listen to what ever I want to when ever I want to."
"February 18, 2015","Anytime I can hear my 80's music - its a great day! Love Pandora!"
"August 15, 2014","Pandora.com is a wonderful way to personalize the music you want to hear. No more random music you don't like. Create radio stations for your own personal taste and mood. I love it!!"
"October 23, 2016","Love Pandora. I listen to it at work also."
"June 19, 2017","I love the variety of songs."
"November 2, 2017","Pandora is simply a very great idea I like it as I use it right now but one day as the monthly price goes down I might purchase a membership with Pandora"
"June 27, 2017","so far so good I like the mix of music keep up the good work"
"November 22, 2013","Pandora is nice/fun app to have on your kindle fire. If you like music......you'll like this app. You can can listen to your favorite songs /any time you want to."
"June 11, 2017","I refuse to sign up for a plus membership."
"August 24, 2015","I love this app and all the music it gives me, that I actually enjoy! But, it constantly has problems for me with not completely starting. I'll open the app and it will close. Even after restarting the tablet a few times it still does it."
"May 7, 2017","I love that I can use this on my Apple TV and my Roku. The fact it mixes up all my favorite types of genres I like listening to."
"October 26, 2014","I love pandora. But in the last 2 days when I try to log on it just says &#34;we are experiencing technical difficulties.&#34; I know I entered my email and password right because I wrote it down on a piece of paper, and when you type in a letter it shows up until you type in the next letter. And I entered it at least 15 times. Same with the e-mail minus the hide the letter part."
"August 11, 2017","Great source for all genre's of music."
"August 30, 2012","I love pandora app because it has every kind of usic on it and if your in the mood for lets say, country, they have all kinds of country songs, even on the radio. If you want to hear all of your radio selections all you have to do is push the shuffle button and you can hear all the songs you want. Before I got the pandora app I was thinking, 'Is it one of those radios where you have stations like 98.7 and 95.5. Is it a kind of radio where you can't pick your songs, author or genre? Totell you the truth, you can choose your own genre, and author(s)put you can't pick the song. Pandora doesn't have station either, which I'm thankful for."
"November 23, 2012","I don't get Pandora available on amazon cause of that you YouTube app were you can download music from YouTube to your amazon tablet or phone with wifi but on Pandora you have to have wifi to even listen to it!!! I prefer the YouTube app over Pandora any day!And I think you will to! So don't install this install the YouTube app!(PS.THE YOUTUBE APP IS TOTALLY FREE NO TRICKS! PS. JUST SEARCH YOUTUBE ITS THE FREE ID ONE) (PPS.HOPE YOU LIKE THE YOUTUBE APP!)"
"May 1, 2017","Listen to it all the time without interruption"
"April 19, 2016","the app doesnt open up let alone play music...having the same problem with youtube, both are on fire tablet....i have a 4 year old Motorola photon phone that streams with NO PROBLEM....."
"March 29, 2016","This is a great resource for those who desire good quality-godly music."
"November 11, 2016","I cant get it to work on my pc-sometimes it works and others it doesn't or will play a couple tunes then stop. Very frustrating for me."
"December 23, 2015","My Pandora won't play on my Kindle Fire. I know that Pandora ids usually one of the best music radios that let you customize what you want to hear. However, this time it was poorly excuted on my tablet"
"February 28, 2012","Pandora App on Kindle Fire works like a charm!. Love the interface and Pandora's way of recommendations of music I listen to. I can see the Album Art and details about the artists. Streaming quality is pretty good.  FYI - The pop-up Advertisements are there (Apart from regular Ads between songs randomly) as this is the 'free' version of the App and it bothers me at times as I cannot Skip tracks when Ads are present but I can live with that for now knowing that it is a free Application.  I also like that you can let Pandora stream music in the background while I do other things on Kindle Fire. It is a nice way listen to music when you are connected to Wi-Fi."
"June 24, 2017","Love pandora!"
"December 22, 2016","I love Pandora Media. It is one of only a few stations that plays Oldies but Goodies music for us senior citizens."
"January 31, 2017","Like this app."
"April 21, 2014","I rated it why do I need to write a review? If it's good then it's good if it's bad then it's bad if it is excellent then it is."
"February 21, 2014","Pandora is a fine service, but I hardly ever use it, as I have too much music and media around my house. There's no time to be into all of it too often."
"July 17, 2014","This app is so awesome, I was at a cookout with family and no one thought to bring music and luckily I had my Kindle Fire HD and downloaded Pandora. Instant music and the fun really began. Everyone was singing along, dancing, laughing and really enjoying the day. The day was great thanks to Pandora !"
"September 19, 2016","I have used this for about 3 years. I just tried Spotify and deleted it after 10 minutes! This app is soooo superior. The premium is the BEST and well worth the price."
"April 19, 2017","Love my music"
"March 9, 2014","The only thing I wish Pandora would do is if I want to listen to a certain group, band or artist, it would only play that artist and NOT artists like them."
"September 29, 2013","I liked this app a lot. It is great for listening to music on a mobile device and it stays signed in to your account. My only problem with it is that it picks songs for you based on the station you create on it. You can't actually pick the song itself, so there are some songs you don't like on it. Pandora learns what you like and don't like by you giving the song a thumbs up or down. Overall, it's a great app. I would have given it 5 stars if you could pick the song!"
"October 22, 2016","I love Pandora and listen only to Pandora."
"July 28, 2017","I got email asking for 6 month trial for the top of the line super duper (where when you ask for a song, you actually get that song) - and it doesn't work that way on my lap top, and it didn't convert to my phone/tablet - I now get advertisements for the same thing there. How many $9.99's do they want from me?"
"August 4, 2012","I don't know what to say that probably hasn't alreadt been said in praise of PANDORA on mommy KindleFire. Name an artist and voila, you have a ""station "" that will deliver tunes by that artist and similar artist. One caveat, if you listen a lot (and I do) you will soon recognize the limit to the tunes by your rave artist that will repeat. Usually these will be the songs you would expect on a ""greatest hits "" album and often that is exactly where they come from. But hey, if you get bored with the repeats, quickly create a new station. This app can't. Be beat for a source of tunes for your KindleFire or other aneroid device."
"February 9, 2016","Love Pandora"
"September 21, 2016","I love it"
"September 15, 2017","WORKS WELL"
"October 4, 2017","Great music."
"November 13, 2015","Pandora is like the best thing ever in my life. If I don't have Pandora on my day will not go well. I wake up to Pandora and fall asleep listening to Pandora. To be able to listen to whatever station, and to 👍your favorite songs is awesome. #TeamPandora"
"January 5, 2014","This app is amazing free music and You get to take your favorite station There is so much to love on Pandora I personally love it me and my sister are obsessed with it I use it when I'm bored or I just want to dance around And also I use it when I really don't want to listen to apps music so I turn on Pandora and listen to music instead of the Music on the app Hope you get Pandora and I hope this helped bye"
"April 24, 2014","Love Pandora!! Keeps me entertained at work, but also many other times of my day! Best thing ever!!! Variety at it's best :)"
"October 8, 2017","Couldn't live without Pandora. I have given up Series for Pandora where I get to choose what I want to listen to"
"January 25, 2017","Need to become familiar with it so far it seems great! Nice to Listen to music of choice."
"October 3, 2017","Love it just wish there weren't so many commercials."
"June 17, 2017","😊👌👍"
"June 24, 2017","Great app"
"May 5, 2017","Product received just as promised"
"August 22, 2013","You start off loving it and the world looks beautiful, but then it starts messing up. It will stop mid song and move on another, or it will just stop playing and you have exit and start again. I could tolerate it if these instances were few and far between, but they're not, and once they start happening they keep happening.  That's not to say you shouldn't use it, because let's face it for free music listening it's pretty much your only option, but know that you are at some point going to be yelling at your phone over it."
"June 2, 2017","Great for a free app, repeats songs more often than expected but all in all pretty good."
"July 11, 2015","Tristan Tristan Tristan Tristan Tristan Tristan Tristan tristan Tristan Tristan Tristan Tristan tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan Tristan"
"April 29, 2015","It's amazing. I had heard before about it but never gave it a try.... I created a couple of station and it's amazing how it plays the songs I want to hear.  Just make sure to 'like' the songs you want while they are playing and with time the station will be very accurate playing the songs related to that station."
"June 10, 2017","Great for children of all ages. Soothing, quiet or peppy dance music."
"January 2, 2015","This is so cool, especially being able to mix up the music, and have no ads but also get recommendations to listen to now and then."
"June 30, 2017","good"
"February 6, 2017","Not bad."
"October 24, 2013","Who does not love music? This app is starting to be more and more popular than ever, and it's even becoming standard now with recent vehicles purchases. Easy to install and easy to use right of way."
"March 6, 2016","Beautiful music, excellent selections and the ability to give a thumbs up or thumbs down so they can make the music suit you even better. It's a great addition to my computer!!"
"April 1, 2017","Great Music app. Long time user."
"May 16, 2017","use it from time to time"
"October 25, 2013","I've switched over to iTunes Radio for the most part but still use Pandora for the kids on the morning drive to school. Pandora does the best job at sticking to your specific genre selection (kids, halloween, 4th of July) than any other streaming service out there. Great job but too many commercials for me to use as my main streaming station."
"June 25, 2015","LOVE, LOVE, LOVE PANDORA!"
"October 31, 2016","Great!!!!"
"July 15, 2013","I undersand that ads are what makes it free, which is why it is still a four star, but a new add every time you skip, or change station, as well as every three or four songs seems a little much. Interface is pretty good. If you add enough variety the stations do an decent job of fitting your tastes. Eats up data if you are not on a wifi network, but that is to be expected."
"June 13, 2017","A+ Great Product"
"January 2, 2014","MY DAUGHTER PUT IT ON FOR ME AND I DID NOT THINK I WOULD USE IT BUT IT IS A GREAT WAY TO LISTEN TO MUSIC. YES, I WOULD RECOMMEND IT TO EVERYONE."
"December 27, 2014","The premise is wonderful... if you like this, then you may like this. I have made a lot of stations for myself, However when I select shuffle the stations the program seems to play the same few stations that I started with, and along with that, the same songs from those same stations. If I could eliminate that glich, it would be five stars all the way."
"August 1, 2016","just not for me"
"November 3, 2017","Only use pandora and Facebook Messenger,,,that’s all I use"
"October 11, 2016","The music selection is great and it's never boring. Love it."
"June 20, 2015","I love to listen to this station, it has all the choices of music for anyone personally my wife and i listen to contempary christian music and most of our favorite artist are on there and even similar music we have not heard but now are fond of."
"November 29, 2012","Below, you will find my old review for how the App worked on my first gen Kindle Fire. With regards to my Kindle Fire HDX, I would say that performance and functionality have gotten a whole lot better. That said, my taste in music services has changed. I would recommend instead, either Songza or Spotify. Still, Pandora is a pretty solid offering and the app is several times better than it used to be.  ***Old Review 2012*** This app used to be a good one on the Kindle. Now it plays two songs and just stops. Completely Useless. It's part of the reason why I don't subscribe to avoid having ads. Based on other reviews, they don't seem in a hurry to fix this, so why bother upgrading? Bad Business.  Update (Same day): So after posting this review, I removed the app from my Kindle Fire and then re-downloaded it from the App Store. Now it appears to be working as it used too. So I've changed the rating to reflect this.  Another Update (Same day): So it appears to play the songs without any problem, but when an ad pops up, the app just stops and you have to quit and relaunch to get it going again. So even a reinstall won't fix this. I'll reiterate as mentioned before, Bad Business!"
"February 24, 2015","Love this app great music many stations to choose from"
"June 12, 2017","Overall happy but I do hope they allow for more skips for non paying subscribers."
"May 25, 2017","Awesome"
"April 28, 2012","I finally loaded the Pandora app the other day on advise from my daughter. After reading lots of bad an so - so reviews, I was skeptical, but didn't think my college student would steer me wrong.  I created a variety of stations among different genres and have beenvery happy with all my choices and most of Pandora's too. I haven't had to give many thumbs down. Even stations I've created that I thought would be just to try out, have become some of my faves!  The brief commercial breaks aren't a problem at all.  If you are on the fence like I was at first, give it a try, I believe you will get addicted like I have."
"January 9, 2017","Pandora always supplies the dopest jams for me during my workouts in the gym. Thanks Pandora!"
"May 23, 2017","Love it"
"May 31, 2014","This streaming station is great for finding music you like. The kids like it to when searching for disney music."
"May 23, 2017","Great app. To bad there so many commercials ."
"April 30, 2017","doesn't work for my needs"
"January 1, 2015","I love Pandora because it gives me free music but it has a lot of inappropriate content so if Pandora would warn you before saying things that they shouldn't it would be 5 stars but they don't so I say 2 stars and I recommend that parents with young children should not download this app!"
"November 2, 2014","I enjoy Pandora as a whole. But it recently stopped working on both my android and then my kindle, support send to uninstall it and then reinstall it. But I think by doing this I lost all the current stations I had from the first installation. So I'm not happy about that. But over all I do like Pandora."
"July 19, 2014","A nice service, but too many ads and interruptions on the free side. If you can afford the PREMIUM service, Pandora is THE leader in high-quality audio delivery."
"June 27, 2015","I hate the commercials"
"March 28, 2017","good for night time when i have my 3 year old son listen to contemporary christian, contemporary gospel, or nature music."
"December 1, 2014","I hate it when you have to sign in with your private information in order to be able to even use the app. I literally hate it!!!!!"
"October 14, 2015","Dependable. Delivers what I need. Classical longer pieces don't exist, though."
"May 22, 2016","I love love love love love love love love love this app. Accept one thing:needs an update coming out?  Thanks for giving me music that I can listen to anytime!!  😂😂😂😂😂😂😂😂😂😂😂😂😂😘😘😘😘😘😘😍😍😍😍😍😍😍😍😍"
"November 1, 2016","Great app"
"November 3, 2017","Didn’t order"
"May 27, 2017","Easy to use and great music choices."
"March 22, 2017","Still too many ads"
"November 3, 2016","All that I expected."
"September 7, 2013","Had used Pandora on my PC for several years. When I got my Kindle Fire & saw the Pandora app available I downloaded it. I had no problem playing it for a couple hours after downloading it. However when I tried to close the program nothing worked except a hard shutdown. When I tried to restart program nothing worked. Very, very disappointed!! Other programs on Kindle worked. Everything BUT Pandora...what's up?"
"May 27, 2013","I've been taking my Kindle into the kitchen when I preparing meals and doing dishes. Nice to enjoy music while I work but it seems to cut out and there is a lot of dead air space."
"June 10, 2014","Love to have music of my style at my fingertips anywhere around my house. This is a great app.!!! Highly recommend it."
"May 25, 2015","I love it you can listen to any music you want andbits fast and easy but the one thing I hate about it is that you have to have wifi and I have wifi at my grandma's but not at m yt? Houde so when I need it most I cant use it I wish they would make a version of it without using wifi thnk!!!!😁😁😁"
"February 16, 2014","Too many lock ups and advertisements. Id be listening while on the treadmill and it would just go silent for long periods of time."
"September 1, 2017","LOVE MY PANDORA! It's intuitive, got a fantastic selection and always work."
"August 18, 2017","I am a senior,when I trouble sleeping,I use the earphones and before you know I am ready to go to sleep,when need something to go to memory lane "" my youth"" l play the songs from my time and just relax ,l love having Pandora."
"May 23, 2017","Great app and very easy to use."
"August 17, 2016","Love it!"
"December 29, 2013","I have loved Pandora for the last 5 years. This software/app seems to be doing great. I'm new to Amazon products & have previously used Apple products & the PC desktop icon for Pandora. I'm a Pandora One user(annual small fee, no commercials, better feed...) great re: creating own channels & auto customization based on what you like, don't like."
"December 19, 2013","Pandora is like radio my way. Almost as good as an ipod. I wonder why they chose this name, you know with that box and everything that came with it. That name should have been saved for something bad."
"May 20, 2017","Amazing app, better than Spotify"
"July 28, 2016","music is my life.I l-o-v-e music sooo much.it has every music in the world.you HAVE to get this app.you and I love music."
"May 5, 2017","good product"
"February 17, 2016","I love Pandora! I listen to comedy in the morning, dance while I'm cleaning house. The variety is great and I get to try out new artists and genre for free. Keep up the good work!"
"August 17, 2015","5 STARZ"
"November 1, 2017","The ads are the worst. It's difficult to delete the stations."
"January 31, 2017","Can customize who you want to listen to by giving thumbs up or down. It's free! Would like the lyrics to more songs."
"December 5, 2016","Pandora always has such a good selection of artist and their music. Whoever does not have this app should get it, you will be very pleased."
"July 3, 2016","love the music"
"May 16, 2017","Love the music"
"December 28, 2012","It is so handy and generally good that I wonder what I did before this was around. I less frequently listen to my recorded music now. The items I would suggest be added are less of a criticism than ways to improve the service. Of course one limitation is that not all past and present music is included in their library. That is a major issue and one I know the folks at Pandora are constantly trying to mitigate by signing new contracts. Cache would be nice, on par with Slacker. Other than that I think they are doing things right and will be around for a very long time."
"April 25, 2014","Pandora is fabulous for anyone who loves music. The novel idea is that we control every piece we hear. By choosing the artist, or title of the piece we enjoy, (or group of artists) - we are then gifted with our choices and also other pieces in the same genre. Additionally we can choose to shuffle through our entire list or stay with one choice, whatever our mood. I would encourage everyone to experience this for themselves. Best of all it's free."
"October 19, 2016","I love Pandora radio!"
"August 15, 2013","I was introduced to Pandora by a friend and fell in love with it. I constantly listened to music on it. then one day I was cleaning my room and had been listening for a while then an artist that I do NOT like came on I tried to dislike it but the song continuedbto to play so I tried to skip it but I had already used the 6 skips in one hour the app is a great idea yet very expenseive and sucks battery I would have made this a five star review yet I just couldn't because if all the troubles I've had with this app."
"June 25, 2017","Awesome"
"August 25, 2017","excellent app"
"October 4, 2012","One of the greatest apps around. I have the paid version and love it. I use it on my Kindle Fire, my iPhone, computers, T.V. and my blu-ray DVD player. Works great and provides just the music I want, easy to set up, create stations, and use."
"January 29, 2013","It works great on my Droid. I love that it will play my favorite artist and then suggest other artists that have a similar sound. I have been able to find new artists that I love using this."
"January 30, 2017","I liked the way were you can listen to any radio you want"
"November 15, 2016","Very enjoyable! !"
"August 9, 2016","Fair"
"November 18, 2016","love it"
"July 18, 2016","Good App"
"August 8, 2014","The more I express my likes and dislikes on each of my stations the better become the selections Pandora picks for me. I love that I can listen to it anytime on my phone: working in the garden, walking in the morning, going shopping, etc. I highly recommend it. It's easy. Even a 69 year old grandma can set it up!"
