"Date","Review"
"January 31, 2017","I like that you can create your own music list unlike Pandora."
"October 21, 2016","I love Spotify because when I'm on a motorcycle ride with no service I can listen to downloaded playlists. Its worth the monthly fee if you ask me even though I wish it were a little cheaper."
"December 25, 2014","I can't live without Spotify, seriously I feel like my days are missing a little something if I don't listen to some music, even if for short spams of time. With this app, I have my music with me while I read; just add a cup of coffee and I can say I'm in heaven.  The app runs smoothly on my Kindle Fire6, no issues whatsoever. It synchronizes perfectly and sound quality is great (taking into account the Kindle speaker's limitations). If you've used Spotify on your PC/Mac, or Android devices; you'll see no difference in here."
"August 16, 2015","Pretty good app, functions well, good selection, and free"
"August 22, 2017","I can have all my favorite songs on here and not have to worry about other songs playing! I would reccomend this music app. Its the best one ive found so far!!"
"April 28, 2016","Amazing. Simply amazing library.all for free. Let me describe what spirit is. On mobile, it is radio, with your favorite music. But. Significantly less ads and none of the stupid radio shows that most of the time include inside jokes and ads.  If you just want music at any time you wish and any music you want you got it here."
"April 27, 2017","good app"
"September 4, 2017","Spotify is the only music app I'll ever use."
"October 22, 2015","My daughter loves this app."
"December 12, 2015","Can't really function w/o it. Probably the best music app that has come around since the fall of the great original Zune subscription app."
"October 6, 2014","I love the selection of music that is offered here and am very pleased with this app. I would recommend this to anyone"
"August 14, 2015","I really like this app. I pay $10 per month and can download all my favorite music without having to rely on wifi!"
"January 19, 2016","This app is really good. I gave 5 stars because you could use it while playing most games and with premium you could have unlimited skips and won't have to put on shuffle every time you want to listen to music. Add as helpful if you know this joke ......SPOOFY"
"July 26, 2016","Just get it, and get Premium, you won't regret it!! You can make as many playlists as you want, follow many great artists, listen to your favorite artists music, mix things up, see what your friends are listening to, and many other things imaginable."
"January 3, 2015","Of course, this is just my opinion. I've tried lots of different ones in my time. I just can't beat this one, for free, or better yet, totally worth the monthly subscription fee to bypass ads and gain full feature access on mobile. I've only been using the kindle app for spotify for a little over a week now; but no major bugs or glitches yet. I love it."
"July 9, 2017","Anything u want to hear is fantastic love it bb"
"September 10, 2015","The overwhelming amount of music you can stream for free is astounding!! All you need is a internet connection you can also list in to music without internet but be warned if you don't have some sort of paying card then your just gonna have to stick with your first option  All in all great music"
"February 28, 2015","This app is hands down the best app there is and more than perfect for those who love music and are listening to it often or even people who just want a little backround music for a party. Extremely great and you can any song for no price and once every half an hour you might have one ad very great app. I definitely recommend!! If you have any doughts dont because you will not be dissapointed at all."
"May 31, 2017","Cost More than Amazon"
"July 24, 2017","Fairly poor range of selections for classical music. And why default to random movements instead of grouping the whole piece together. Will try jazz next, but not hopeful."
